Id,Country,City,Latitude,Longitude,NCTNumber,Disease,Condition,Intervention,Phases,Enrollment,PrincipalInvestigationLocation
192,united states of america,new brunswick,40.4861111,-74.4522222,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
193,united states of america,rochester,44.0216667,-92.4697222,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
194,united states of america,stony brook,40.9255556,-73.1413889,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
195,united states of america,chapel hill,35.9130556,-79.0561111,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
196,united states of america,philadelphia,39.9522222,-75.1641667,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
197,united states of america,greenville,34.8525,-82.3941667,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
198,united states of america,san antonio,29.4238889,-98.4933333,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
199,united states of america,salt lake city,40.7608333,-111.8902778,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
200,australia,melbourne,-37.813938,144.963425,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
201,austria,vienna,48.2,16.366667,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
202,belarus,minsk,53.9,27.5666667,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
203,brazil,belo horizonte,-19.916667,-43.933333,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
204,brazil,rio de janeiro,-22.9,-43.233333,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
205,brazil,sao paulo,-23.473293,-46.665803,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
206,brazil,goiania,-16.666667,-49.266667,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
207,bulgaria,sofia,42.6833333,23.3166667,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
208,canada,calgary,51.083333,-114.083333,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
209,canada,ottawa,45.416667,-75.7,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
210,croatia,osijek,45.5511111,18.6938889,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
211,estonia,tallinn,59.4338889,24.7280556,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
212,france,bordeaux,44.840439,-0.5805,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
213,france,le kremlin-bicetre,48.814713,2.360728,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
214,france,marseille,43.285413,5.37606,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
215,france,montpellier,43.61092,3.87723,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
216,france,toulouse,43.599516,1.433188,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
217,germany,bochum,51.483333,7.216667,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
218,germany,bonn,50.733333,7.1,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
219,germany,dresden,51.05,13.75,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
220,germany,erlangen,49.589722,11.003889,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
221,germany,essen,51.45,7.016667,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
222,germany,freiburg,48,7.85,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
223,germany,gottingen,51.533333,9.933333,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
224,germany,hamburg,53.55,10,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
225,germany,munich,48.15,11.5833,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
226,germany,muenster,51.966667,7.633333,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
227,italy,bari,41.133333,16.85,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
228,italy,montichiari,45.416667,10.383333,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
229,italy,catania,37.5,15.1,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
230,italy,milan,45.466667,9.2,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
231,italy,cefalu,38.033333,14.016667,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
232,italy,rome,41.9,12.483333,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
233,italy,gallarate,45.666667,8.783333,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
234,italy,naples,40.833333,14.25,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
235,latvia,riga,56.95,24.1,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
236,lithuania,kaunas,54.9,23.9,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
237,mexico,mexico,19.434167,-99.138611,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
238,mexico,mexico,19.434167,-99.138611,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
239,mexico,mexico,19.434167,-99.138611,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
240,mexico,mexico,19.434167,-99.138611,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
241,netherlands,rotterdam,51.916667,4.5,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
242,poland,lodz,51.75,19.466667,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
243,poland,lublin,51.25,22.566667,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
244,poland,poznan,52.416667,16.966667,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
245,poland,wroclaw,51.1,17.033333,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
246,united states of america,santurce,18.1972222,-67.1405556,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
247,romania,bucharest,44.433333,26.1,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
248,russia,moscow,55.752222,37.615556,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
249,russia,kazan,55.78874,49.122144,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
250,russia,moscow,55.752222,37.615556,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
251,russia,novosibirsk,55.0415,82.9346,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
252,russia,saint petersburg,59.894444,30.264167,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
253,serbia,belgrade,44.818611,20.468056,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
254,serbia,kragujevac,44.016667,20.916667,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
255,serbia,novi sad,45.251667,19.836944,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
256,slovakia,bratislava,48.15,17.1166667,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
257,spain,malaga,36.726666,-4.434802,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
258,spain,sevilla,37.382408,-5.976133,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
259,spain,barcelona,41.398371,2.1741,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
260,spain,valencia,39.466667,-0.366667,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
261,spain,bilboa,43.260919,-2.938764,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
262,spain,madrid,40.408566,-3.69222,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
263,sweden,lund,55.7,13.183333,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
264,turkey,ankara,39.911652,32.840305,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
265,turkey,ankara,39.911652,32.840305,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
266,turkey,samsun,41.286667,36.33,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
267,turkey,balcova,38.388578,27.056201,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
268,turkey,istanbul,41.018611,28.964722,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
269,turkey,konak,38.4,27.1,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
270,ukraine,cherkasy,49.428536,32.06207,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
271,ukraine,dnipropetrovsk,48.46298,35.039043,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
272,ukraine,kharkiv,49.980814,36.252718,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
273,ukraine,kharkiv,49.980814,36.252718,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
274,ukraine,kiev,50.433333,30.516667,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
275,ukraine,lviv,49.840661,24.030451,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
276,ukraine,odessa,46.463934,30.738551,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
277,ukraine,vinnytsya,49.232776,28.480968,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
278,united kingdom,west midlands,52.5,-1.966667,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
279,united kingdom,edinburgh,55.95,-3.2,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
280,united kingdom,london,51.514125,-0.093689,NCT01892722,Multiple Sclerosis,RRMS,Drug,Phase 3,190,Novartis Investigative Site
281,united states of america,kenmore,47.7575,-122.2427778,NCT01703429,Multiple Sclerosis,All,Other,N/A,1000,Bastyr University Clinical Research Center
282,united states of america,cullman,34.1747222,-86.8436111,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
283,united states of america,berkeley,37.8716667,-122.2716667,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
284,united states of america,carlsbad,33.1580556,-117.3497222,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
285,united states of america,pomona,34.0552778,-117.7513889,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
286,united states of america,denver,39.7391667,-104.9841667,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
287,united states of america,hollywood,26.0108333,-80.1497222,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
288,united states of america,naples,26.1416667,-81.795,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
289,united states of america,ormond beach,29.2855556,-81.0561111,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
290,united states of america,tampa,27.9472222,-82.4586111,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
291,united states of america,tampa,27.9472222,-82.4586111,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
292,united states of america,northbrook,42.1275,-87.8288889,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
293,united states of america,fort wayne,41.1305556,-85.1288889,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
294,united states of america,indianapolis,39.7683333,-86.1580556,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
295,united states of america,lenexa,38.9536111,-94.7333333,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
296,united states of america,saint louis,38.6272222,-90.1977778,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
297,united states of america,albuquerque,35.0844444,-106.6505556,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
298,united states of america,charlotte,35.2269444,-80.8433333,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
299,united states of america,charlotte,35.2269444,-80.8433333,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
300,united states of america,raleigh,35.7719444,-78.6388889,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
301,united states of america,akron,41.0813889,-81.5191667,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
302,united states of america,columbus,39.9611111,-82.9988889,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
303,united states of america,dayton,39.7588889,-84.1916667,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
304,united states of america,portland,45.5236111,-122.675,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
305,united states of america,franklin,35.925,-86.8688889,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
306,united states of america,knoxville,35.9605556,-83.9208333,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
307,united states of america,san antonio,29.4238889,-98.4933333,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
308,united states of america,orem,40.2969444,-111.6938889,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
309,united states of america,richland,46.2858333,-119.2833333,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
310,argentina,buenos aires,-34.5875,-58.6725,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
311,argentina,buenos aires,-34.5875,-58.6725,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
312,argentina,buenos aires,-34.5875,-58.6725,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
313,argentina,godoy cruz,-32.928635,-68.835099,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
314,belarus,grodno,53.6813889,23.8147222,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
315,belarus,minsk,53.9,27.5666667,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
316,belarus,minsk,53.9,27.5666667,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
317,belarus,vitebsk,55.1925,30.1944444,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
318,belarus,vitebsk,55.1925,30.1944444,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
319,bosnia and herzegovina,sarajevo,43.85,18.3833333,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
320,bosnia and herzegovina,sarajevo,43.85,18.3833333,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
321,bosnia and herzegovina,tuzla,44.5427778,18.6694444,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
322,bulgaria,pleven,43.4166667,24.6166667,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
323,bulgaria,plovdiv,42.15,24.75,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
324,bulgaria,sofia,42.6833333,23.3166667,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
325,bulgaria,sofia,42.6833333,23.3166667,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
326,bulgaria,sofia,42.6833333,23.3166667,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
327,bulgaria,sofia,42.6833333,23.3166667,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
328,bulgaria,sofia,42.6833333,23.3166667,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
329,bulgaria,sofia,42.6833333,23.3166667,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
330,bulgaria,varna,43.2166667,27.9166667,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
331,canada,edmonton,53.55,-113.5,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
332,canada,victoria,48.433333,-123.35,NCT02425644,Multiple Sclerosis,RRMS,Drug,Phase 3,1100,Actelion Investigative Site
